Trail_Name,Rank,Difficulty,Distance_Miles,Elevation_Feet,Route_Type,Description,Cluster_number,State,Latitude,Longitude,Cluster_number_whole
Garfield to Bondcliff Traverse,1016,Hard,23.9,6328,Point to Point,"Garfield to Bondcliff Traverse is a 23.9 mile moderately trafficked point-to-point trail located near Bethlehem, New Hampshire that features a waterfall and is only recommended for very experienced adventurers. The trail offers a number of activity options. Dogs are also able to use this trail.",2,New Hampshire,44.22897,-71.63312,3
Carter Mountains and Mount Moriah Traverse,1047,Hard,16,5446,Point to Point,"Carter Mountains and Mount Moriah Traverse is a 16 mile moderately trafficked point-to-point trail located near Gorham, New Hampshire that features a river and is rated as difficult. The trail is primarily used for hiking, camping, and backpacking and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",2,New Hampshire,44.30228,-71.22115,3
"Mount Jefferson, Adams, and Madison",1055,Hard,8.8,4101,Point to Point,"Mount Jefferson, Adams, and Madison is a 8.8 mile moderately trafficked point-to-point trail located near Randolph, New Hampshire that offers scenic views and is rated as difficult. The trail is primarily used for hiking and backpacking.",2,New Hampshire,44.29656,-71.35339,3
Kinsman Ridge West,1092,Hard,10.1,3412,Point to Point,"Kinsman Ridge West is a 10.1 mile moderately trafficked point-to-point trail located near Franconia, New Hampshire that features a lake and is rated as difficult. The trail offers a number of activity options and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",2,New Hampshire,44.12417,-71.78484,3
Appalachian Trail to Route 25 and Mount Cube,1172,Moderate,13.3,4081,Point to Point,"Appalachian Trail to Route 25 and Mount Cube is a 13.3 mile moderately trafficked point-to-point trail located near Lyme, New Hampshire that features a waterfall and is rated as moderate. The trail is primarily used for hiking, trail running, camping, and backpacking and is best used from April until November. Dogs are also able to use this trail but must be kept on leash.",2,New Hampshire,43.79474,-72.08532,3
Mount Elinor to BRCF Cabin,1181,Easy,2.7,728,Point to Point,"Mount Elinor to BRCF Cabin is a 2.7 mile point-to-point trail located near New Durham, New Hampshire that features a lake and is good for all skill levels. The trail is primarily used for hiking and camping.",2,New Hampshire,43.47622,-71.17806,3
Presidential Traverse: Highland Center Lodge to Randolph,579,Hard,17.4,7463,Point to Point,"Presidential Traverse: Highland Center Lodge to Randolph is a 17.4 mile heavily trafficked point-to-point trail located near Randolph, New Hampshire that features a waterfall and is rated as difficult. The trail offers a number of activity options and is best used from April until September. Dogs are also able to use this trail.",2,New Hampshire,44.21966,-71.41073,6
Davis Trail,585,Hard,13.7,7001,Point to Point,"Davis Trail is a 13.7 mile moderately trafficked point-to-point trail located near Bartlett, New Hampshire that features beautiful wild flowers and is rated as difficult. The trail is primarily used for hiking, camping, and backpacking and is best used from April until September. Dogs are also able to use this trail but must be kept on leash.",2,New Hampshire,44.12068,-71.35343,6
Shelburne Trail to Kenduskeag Trail to Carter-Moriah Trail,955,Hard,18.4,7677,Point to Point,"Shelburne Trail to Kenduskeag Trail to Carter-Moriah Trail is a 18.4 mile lightly trafficked point-to-point trail located near Gorham, New Hampshire that offers the chance to see wildlife and is only recommended for very experienced adventurers. The trail is primarily used for hiking, camping, nature trips, and backpacking.",2,New Hampshire,44.3155,-71.05825,6
Carter-Moriah Trail to Wildcat Ridge Trail,1052,Hard,18.2,7595,Point to Point,"Carter-Moriah Trail to Wildcat Ridge Trail is a 18.2 mile point-to-point trail located near Gorham, New Hampshire that offers the chance to see wildlife. The trail is rated as difficult and is primarily used for hiking, camping, nature trips, and backpacking. Dogs are also able to use this trail but must be kept on leash.",2,New Hampshire,44.38227,-71.16945,6
"Southern Presidentials, Dry River and Montalbans",1131,Hard,22.1,6758,Point to Point,"Southern Presidentials, Dry River and Montalbans is a 22.1 mile lightly trafficked point-to-point trail located near Bartlett, New Hampshire that features a waterfall and is rated as difficult. The trail offers a number of activity options. Dogs are also able to use this trail but must be kept on leash.",2,New Hampshire,44.17095,-71.38797,6
Mount Willard Trail,3,Moderate,3.2,905,Out & Back,"Mount Willard Trail is a 3.2 mile heavily trafficked out and back trail located near Bretton Woods, New Hampshire that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from April until November. Dogs are also able to use this trail.",3,New Hampshire,44.21817,-71.41145,2
Champney Falls Trail,9,Moderate,3.1,682,Out & Back,"Champney Falls Trail is a 3.1 mile heavily trafficked out and back trail located near Conway, New Hampshire that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail.",3,New Hampshire,43.98994,-71.29891,2
Mount Pemigewasset Trail (Indian Head),12,Moderate,3.2,1253,Out & Back,"Mount Pemigewasset Trail (Indian Head) is a 3.2 mile heavily trafficked out and back trail located near Lincoln, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from May until November. Dogs are also able to use this trail.",3,New Hampshire,44.0978,-71.68164,2
Mount Tecumseh Trail,13,Moderate,4.9,2283,Out & Back,"Mount Tecumseh Trail is a 4.9 mile heavily trafficked out and back trail located near Waterville Valley, New Hampshire that features a river and is rated as moderate. The trail is primarily used for hiking, walking, downhill skiing, and snowshoeing and is accessible year-round. Dogs are also able to use this trail.",3,New Hampshire,43.9667,-71.5268,2
Arethusa Falls Via Bemis Brook and Arethusa Falls Trails,18,Moderate,2.8,784,Out & Back,"Arethusa Falls Via Bemis Brook and Arethusa Falls Trails is a 2.8 mile heavily trafficked out and back trail located near Bartlett, New Hampshire that features a waterfall and is rated as moderate. The trail is primarily used for hiking, walking, and snowshoeing. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.14794,-71.36948,2
Champney Brook Trail to Mount Chocorua,23,Moderate,7.4,2244,Out & Back,"Champney Brook Trail to Mount Chocorua is a 7.4 mile moderately trafficked out and back trail located near Conway, New Hampshire that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail.",3,New Hampshire,43.98994,-71.29929,2
Basin Cascade Trail,26,Moderate,2.5,610,Out & Back,"Basin Cascade Trail is a 2.5 mile moderately trafficked out and back trail located near Lincoln, New Hampshire that features a waterfall and is rated as moderate. The trail is primarily used for hiking, walking, and nature trips and is best used from May until November. Dogs are also able to use this trail.",3,New Hampshire,44.11932,-71.68148,2
Purgatory Falls via Purgatory Brook Trail,32,Moderate,5.1,331,Out & Back,"Purgatory Falls via Purgatory Brook Trail is a 5.1 mile heavily trafficked out and back trail located near Lyndeborough, New Hampshire that features a waterfall and is rated as moderate. The trail is primarily used for hiking, trail running, and nature trips and is best used from April until October. Dogs are also able to use this trail.",3,New Hampshire,42.85887,-71.6947,2
Mount Garfield Trail,35,Moderate,9.3,2959,Out & Back,"Mount Garfield Trail is a 9.3 mile heavily trafficked out and back trail located near Bethlehem, New Hampshire that features beautiful wild flowers. The trail is rated as moderate and primarily used for hiking and nature trips. Dogs are also able to use this trail.",3,New Hampshire,44.22874,-71.63311,2
Mount Waumbek and Mount Starr King Trail,36,Moderate,6.8,2598,Out & Back,"Mount Waumbek and Mount Starr King Trail is a 6.8 mile out and back trail located near Jefferson, New Hampshire that features a great forest setting and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.41993,-71.46476,2
North and Middle Sugarloaf via Sugarloaf Trail,37,Moderate,3.3,1069,Out & Back,"North and Middle Sugarloaf via Sugarloaf Trail is a 3.3 mile moderately trafficked out and back trail located near Bethlehem, New Hampshire that features a great forest setting and is rated as moderate. The trail is primarily used for hiking and nature trips and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.25484,-71.50398,2
Bridal Veil Falls Trail,43,Moderate,4.8,1079,Out & Back,"Bridal Veil Falls Trail is a 4.8 mile moderately trafficked out and back trail located near Franconia, New Hampshire that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.18103,-71.7561,2
Mount Osceola Summit ,44,Moderate,6.1,2070,Out & Back,"Mount Osceola Summit  is a 6.1 mile moderately trafficked out and back trail located near Conway, New Hampshire that features a river and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from May until October.",3,New Hampshire,43.98337,-71.5588,2
Zealand Summit via Zealand Trail and Appalachian Trail,55,Moderate,10.6,2467,Out & Back,"Zealand Summit via Zealand Trail and Appalachian Trail is a 10.6 mile moderately trafficked out and back trail located near Bethlehem, New Hampshire that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.22474,-71.47855,2
Georgiana and Harvard Falls Trail,60,Moderate,2.5,826,Out & Back,"Georgiana and Harvard Falls Trail is a 2.5 mile heavily trafficked out and back trail located near Lincoln, New Hampshire that features a waterfall and is rated as moderate. The trail is primarily used for hiking and nature trips and is best used from April until November. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.06703,-71.68871,2
Ripley Falls Trail,61,Moderate,1.1,308,Out & Back,"Ripley Falls Trail is a 1.1 mile moderately trafficked out and back trail located near Bartlett, New Hampshire that features a waterfall and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.16713,-71.38608,2
Mount Roberts Trail,62,Moderate,5.2,1332,Out & Back,"Mount Roberts Trail is a 5.2 mile heavily trafficked out and back trail located near Moultonborough, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking and is best used from March until October. Dogs are also able to use this trail.",3,New Hampshire,43.73199,-71.3246,2
Mount Cardigan via West Ridge Trail,65,Moderate,2.7,1194,Out & Back,"Mount Cardigan via West Ridge Trail is a 2.7 mile moderately trafficked out and back trail located near Canaan, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.64422,-71.93509,2
Monadnock Mountain Via Dublin Trail,67,Moderate,4.4,1696,Out & Back,"Monadnock Mountain Via Dublin Trail is a 4.4 mile heavily trafficked out and back trail located near Dublin, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October.",3,New Hampshire,42.88577,-72.12521,2
Piper Trail,75,Moderate,7.7,2654,Out & Back,"Piper Trail is a 7.7 mile moderately trafficked out and back trail located near Chocorua, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail offers a number of activity options and is best used from April until September. Dogs are also able to use this trail.",3,New Hampshire,43.9404,-71.22874,2
Main Trail (Blue) to Mount Major ,76,Moderate,2.8,1092,Out & Back,"Main Trail (Blue) to Mount Major  is a 2.8 mile moderately trafficked out and back trail located near Alton, New Hampshire that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from April until September.",3,New Hampshire,43.51911,-71.27411,2
Cathedral Ledge from Echo Lake,80,Moderate,2.8,669,Out & Back,"Cathedral Ledge from Echo Lake is a 2.8 mile heavily trafficked out and back trail located near Bartlett, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail offers a number of activity options and is best used from April until November.",3,New Hampshire,44.05279,-71.15784,2
Mount Crawford Trail,85,Moderate,5.3,2116,Out & Back,"Mount Crawford Trail is a 5.3 mile heavily trafficked out and back trail located near Bartlett, New Hampshire that features a river and is rated as moderate. The trail is primarily used for hiking, nature trips, and snowshoeing and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.11848,-71.35381,2
"Mount Sunapee, Andrew Brook Trail ",87,Moderate,3.7,1302,Out & Back,"Mount Sunapee, Andrew Brook Trail  is a 3.7 mile moderately trafficked out and back trail located near Newbury, New Hampshire that features a lake and is rated as moderate. The trail is primarily used for hiking and is best used from May until October. Dogs are also able to use this trail.",3,New Hampshire,43.2982,-72.03801,2
Mount Hale via Hale Brook Trail,90,Moderate,4,2253,Out & Back,"Mount Hale via Hale Brook Trail is a 4 mile moderately trafficked out and back trail located near Bethlehem, New Hampshire that features a river and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",3,New Hampshire,44.23643,-71.48701,2
Mount Israel via Wentworth Trail,92,Moderate,3.8,1748,Out & Back,"Mount Israel via Wentworth Trail is a 3.8 mile lightly trafficked out and back trail located near Center Sandwich, New Hampshire that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from April until November. Dogs are also able to use this trail.",3,New Hampshire,43.82857,-71.48391,2
Potash Mountain,95,Moderate,4,1387,Out & Back,"Potash Mountain is a 4 mile moderately trafficked out and back trail located near Conway, New Hampshire that features a river and is rated as moderate. The trail is primarily used for hiking, nature trips, and snowshoeing. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.99427,-71.36944,2
Mount Morgan Trail,102,Moderate,3.9,1371,Out & Back,"Mount Morgan Trail is a 3.9 mile heavily trafficked out and back trail located near Center Sandwich, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking and nature trips and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.78972,-71.54959,2
Hermit Lake via Tuckerman Ravine Trail,108,Moderate,4.7,1853,Out & Back,"Hermit Lake via Tuckerman Ravine Trail is a 4.7 mile moderately trafficked out and back trail located near Jackson, New Hampshire that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from April until September. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.25707,-71.25295,2
Indian Head Trail,110,Moderate,3.5,1525,Out & Back,"Indian Head Trail is a 3.5 mile moderately trafficked out and back trail located near Lincoln, New Hampshire that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.08149,-71.68624,2
Mount Pierce via Crawford Path,113,Moderate,5.8,2358,Out & Back,"Mount Pierce via Crawford Path is a 5.8 mile moderately trafficked out and back trail located near Bretton Woods, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking and nature trips. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.22373,-71.41149,2
Mount Tecumseh Trail,119,Moderate,5.4,2385,Out & Back,"Mount Tecumseh Trail is a 5.4 mile moderately trafficked out and back trail located near Waterville Valley, New Hampshire that features a great forest setting and is rated as moderate. The trail is primarily used for hiking, nature trips, and bird watching and is accessible year-round. Dogs are also able to use this trail.",3,New Hampshire,43.9913,-71.5785,2
Mount Sunapee Summit,122,Moderate,4.1,1469,Out & Back,"Mount Sunapee Summit is a 4.1 mile moderately trafficked out and back trail located near Newbury, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.33108,-72.08104,2
Amonoosuc Ravine Trail,127,Moderate,4.1,2306,Out & Back,"Amonoosuc Ravine Trail is a 4.1 mile heavily trafficked out and back trail located near Lincoln, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from April until September. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.27021,-71.35044,2
Mount Kinsman Trail to Bald Peak,129,Moderate,4.4,1391,Out & Back,"Mount Kinsman Trail to Bald Peak is a 4.4 mile moderately trafficked out and back trail located near Lincoln, New Hampshire that features a waterfall and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",3,New Hampshire,44.16517,-71.76576,2
Lincoln Woods Trail,138,Moderate,9.8,524,Out & Back,"Lincoln Woods Trail is a 9.8 mile moderately trafficked out and back trail located near Lincoln, New Hampshire that features a waterfall and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from March until October. Dogs are also able to use this trail.",3,New Hampshire,44.06366,-71.58799,2
Stinson Mountain Trail,140,Moderate,3.4,1354,Out & Back,"Stinson Mountain Trail is a 3.4 mile lightly trafficked out and back trail located near Rumney, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail.",3,New Hampshire,43.84928,-71.80084,2
Cascade Brook Trail to Lonesome Lake,141,Moderate,4.9,1250,Out & Back,"Cascade Brook Trail to Lonesome Lake is a 4.9 mile moderately trafficked out and back trail located near Lincoln, New Hampshire that features a waterfall and is rated as moderate. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail.",3,New Hampshire,44.12319,-71.68262,2
Bald Mountain,144,Moderate,0.7,252,Out & Back,"Bald Mountain is a 0.7 mile moderately trafficked out and back trail located near Franconia, New Hampshire that offers scenic views and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from April until September. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.17972,-71.70177,2
Mount Shaw & Black Snout,148,Moderate,6.5,2273,Out & Back,"Mount Shaw & Black Snout is a 6.5 mile heavily trafficked out and back trail located near Melvin Village, New Hampshire that features a river and is rated as moderate. The trail is primarily used for hiking and snowshoeing and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.71093,-71.29176,2
Mount Cube via the Appalachian Trail,152,Moderate,6.8,2162,Out & Back,"Mount Cube via the Appalachian Trail is a 6.8 mile out and back trail located near Orford, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking, trail running, and nature trips and is best used from April until October. Dogs are also able to use this trail.",3,New Hampshire,43.90135,-71.9839,2
Marion Davis Trail,155,Moderate,2.7,813,Out & Back,"Marion Davis Trail is a 2.7 mile moderately trafficked out and back trail located near Peterborough, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, and snowshoeing and is best used from April until November. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,42.84996,-71.88652,2
Iron Mountain Trail,166,Moderate,2.8,1138,Out & Back,"Iron Mountain Trail is a 2.8 mile moderately trafficked out and back trail located near Jackson, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking, nature trips, and bird watching and is best used from May until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.14333,-71.23478,2
Mount Avalon,167,Moderate,3.4,1417,Out & Back,"Mount Avalon is a 3.4 mile moderately trafficked out and back trail located near Bretton Woods, New Hampshire that features a great forest setting and is rated as moderate. The trail is primarily used for hiking, trail running, and snowshoeing and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.21791,-71.41144,2
Wantastiquet Natural Area Summit Trail,172,Moderate,3.7,1053,Out & Back,"Wantastiquet Natural Area Summit Trail is a 3.7 mile moderately trafficked out and back trail located near West Chesterfield, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October.",3,New Hampshire,42.85291,-72.54854,2
Cathedral Ledge via Bryce Path Trail,179,Moderate,1.9,603,Out & Back,"Cathedral Ledge via Bryce Path Trail is a 1.9 mile heavily trafficked out and back trail located near Bartlett, New Hampshire that features a waterfall and is rated as moderate. The trail is primarily used for hiking and nature trips and is best used from April until October. Dogs are also able to use this trail.",3,New Hampshire,44.06342,-71.16367,2
Pine Mountain Trail,182,Moderate,3.4,846,Out & Back,"Pine Mountain Trail is a 3.4 mile moderately trafficked out and back trail located near Gorham, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking and nature trips and is best used from March until November. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.35401,-71.23139,2
Mount Isolation Via Isolation Trail,186,Moderate,13.3,3503,Out & Back,"Mount Isolation Via Isolation Trail is a 13.3 mile lightly trafficked out and back trail located near Jackson, New Hampshire that features a great forest setting. The trail is rated as moderate and is primarily used for hiking, trail running, and backpacking. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.20454,-71.24053,2
North Pack Monadnock Mountain via Wapack Trail,187,Moderate,3.1,964,Out & Back,"North Pack Monadnock Mountain via Wapack Trail is a 3.1 mile lightly trafficked out and back trail located near Greenfield, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,42.90057,-71.8734,2
Gap Mountain Trail,191,Moderate,2.9,784,Out & Back,"Gap Mountain Trail is a 2.9 mile moderately trafficked out and back trail located near Troy, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail.",3,New Hampshire,42.81487,-72.15505,2
Table Rock Trail,192,Moderate,1.5,751,Out & Back,"Table Rock Trail is a 1.5 mile moderately trafficked out and back trail located near Colebrook, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking and nature trips. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.86538,-71.31303,2
Barlow Trail,198,Moderate,2.8,1076,Out & Back,"Barlow Trail is a 2.8 mile out and back trail located near Wilmot, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, nature trips, and bird watching. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.38985,-71.86776,2
Mizpah Springs Hut Trail,199,Moderate,4.6,1929,Out & Back,"Mizpah Springs Hut Trail is a 4.6 mile out and back trail located near Twin Mountain, New Hampshire that features a great forest setting. The trail is rated as moderate and primarily used for hiking. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.21966,-71.4108,2
Newbury Trail,202,Moderate,5.3,1584,Out & Back,"Newbury Trail is a 5.3 mile moderately trafficked out and back trail located near Newbury, New Hampshire that features a lake and is rated as moderate. The trail is primarily used for hiking, nature trips, and birding. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.32117,-72.0408,2
Black Mountain Trail,203,Moderate,4.5,1279,Out & Back,"Black Mountain Trail is a 4.5 mile lightly trafficked out and back trail located near Woodsville, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.09427,-71.9105,2
Plymouth Mountain Sutherland Trail,204,Moderate,3.9,1384,Out & Back,"Plymouth Mountain Sutherland Trail is a 3.9 mile lightly trafficked out and back trail located near Plymouth, New Hampshire that features a river and is rated as moderate. The trail offers a number of activity options and is best used from March until November. Dogs are also able to use this trail.",3,New Hampshire,43.73172,-71.71557,2
Spencer Smith Trail,215,Moderate,2.8,623,Out & Back,"Spencer Smith Trail is a 2.8 mile moderately trafficked out and back trail located near Center Strafford, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking, nature trips, and snowshoeing and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.29301,-71.16033,2
Winslow Trail,224,Moderate,1.9,1066,Out & Back,"Winslow Trail is a 1.9 mile moderately trafficked out and back trail located near Wilmot, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and bird watching and is best used from April until September. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.39005,-71.86772,2
Province Mountain,232,Moderate,1.8,636,Out & Back,"Province Mountain is a 1.8 mile moderately trafficked out and back trail located near East Wakefield, New Hampshire that features a lake and is rated as moderate. The trail offers a number of activity options and is best used from April until September. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.68037,-70.98213,2
Welch Mountain Rock Ledge,234,Moderate,2.5,813,Out & Back,"Welch Mountain Rock Ledge is a 2.5 mile heavily trafficked out and back trail located near Thornton, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking and trail running and is best used from April until October. Dogs are also able to use this trail.",3,New Hampshire,43.90448,-71.5888,2
East Rattlesnake Trail,237,Moderate,1.2,564,Out & Back,"East Rattlesnake Trail is a 1.2 mile moderately trafficked out and back trail located near Holderness, New Hampshire that features a lake and is rated as moderate. The trail is primarily used for hiking, walking, nature trips, and birding and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.77584,-71.53971,2
Mount Percival,238,Moderate,4,1387,Out & Back,"Mount Percival is a 4 mile heavily trafficked out and back trail located near Holderness, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.79221,-71.54469,2
Mount Stanton Trail,244,Moderate,2.6,1066,Out & Back,"Mount Stanton Trail is a 2.6 mile lightly trafficked out and back trail located near Bartlett, New Hampshire that offers the chance to see wildlife. The trail is rated as moderate and primarily used for hiking. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.09487,-71.21383,2
Middle Sugarloaf Trail,253,Moderate,2.6,885,Out & Back,"Middle Sugarloaf Trail is a 2.6 mile lightly trafficked out and back trail located near Bethlehem, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking, nature trips, and bird watching and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.25464,-71.50402,2
Middle Mountain Trail,255,Moderate,3.7,1318,Out & Back,"Middle Mountain Trail is a 3.7 mile moderately trafficked out and back trail located near North Conway, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.04486,-71.11118,2
Little Monadnock Mountain Trail,257,Moderate,2.7,695,Out & Back,"Little Monadnock Mountain Trail is a 2.7 mile moderately trafficked out and back trail located near Fitzwilliam, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from April until October. Dogs are also able to use this trail.",3,New Hampshire,42.78156,-72.18977,2
Greeley Ponds Trail via Kancamagus Highway,260,Moderate,7.1,859,Out & Back,"Greeley Ponds Trail via Kancamagus Highway is a 7.1 mile out and back trail located near Lincoln, New Hampshire that features a lake and is rated as moderate. The trail is primarily used for hiking and cross country skiing and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.03151,-71.5165,2
Upper Greeley Ponds via Kancamagus Highway,270,Moderate,2.9,423,Out & Back,"Upper Greeley Ponds via Kancamagus Highway is a 2.9 mile moderately trafficked out and back trail located near Lincoln, New Hampshire that features a lake and is rated as moderate. The trail offers a number of activity options and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.03151,-71.5165,2
Avalon Trail to Wiley Range Trail,274,Moderate,6.5,2946,Out & Back,"Avalon Trail to Wiley Range Trail is a 6.5 mile out and back trail located near Bartlett, New Hampshire that features a great forest setting and is rated as moderate. The trail is primarily used for hiking and snowshoeing and is accessible year-round. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.21819,-71.41151,2
Manning Trail,285,Moderate,4.2,1669,Out & Back,"Manning Trail is a 4.2 mile out and back trail located near Bristol, New Hampshire that features a river. The trail is rated as moderate and primarily used for hiking. Dogs are also able to use this trail.",3,New Hampshire,43.64958,-71.87823,2
Bald Knob Trail,286,Moderate,2.1,1154,Out & Back,"Bald Knob Trail is a 2.1 mile heavily trafficked out and back trail located near Melvin Village, New Hampshire that offers the chance to see wildlife and is rated as moderate. The trail is primarily used for hiking and nature trips and is best used from April until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,43.71445,-71.30158,2
The Raymond Trail,287,Moderate,2.8,997,Out & Back,"The Raymond Trail is a 2.8 mile moderately trafficked out and back trail located near Peterborough, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail is primarily used for hiking, nature trips, and birding and is best used from April until November. Dogs are also able to use this trail.",3,New Hampshire,42.86232,-71.8992,2
Cherry Mountain Trail,296,Moderate,3.5,1860,Out & Back,"Cherry Mountain Trail is a 3.5 mile moderately trafficked out and back trail located near Twin Mountain, New Hampshire that features beautiful wild flowers and is rated as moderate. The trail offers a number of activity options and is best used from March until October. Dogs are also able to use this trail but must be kept on leash.",3,New Hampshire,44.32057,-71.52547,2
